Market-id,Market-name,Year,Month,Txn-count,Total Active Plastic,Total Active Basic,Active Accounts
BR,Brazil,2022,2,2960910,957337,756788,694301
MX,Mexico,2022,2,1969056,712825,544141,475232
AE,United Arab Emirates,2022,2,1544983,599784,442645,368871
IT,Italy,2022,2,2147522,724664,593987,544942
ES,Spain,2022,2,1981886,733002,579448,506068
US,United States,2022,3,8404171,2742082,2247608,2062026
GB,United Kingdom,2022,3,4803290,1660016,1312266,1146084
CA,Canada,2022,3,3204589,1228776,937997,781664
DE,Germany,2022,3,3689889,1322450,975978,895393
FR,France,2022,3,3188900,1106622,907067,792198
AU,Australia,2022,3,2935935,1072612,847915,706596
JP,Japan,2022,3,5156025,1829965,1396920,1281578
SG,Singapore,2022,3,1622803,594195,438520,382987
IN,India,2022,3,5174304,1660696,1361226,1134355
BR,Brazil,2022,3,3007027,966427,763974,700894
MX,Mexico,2022,3,2076847,720833,550254,480571
AE,United Arab Emirates,2022,3,1587467,605944,447191,372659
IT,Italy,2022,3,2222592,724997,594260,545193
ES,Spain,2022,3,2060333,731486,578250,505022
US,United States,2022,4,8776081,2738325,2244529,2059201
GB,United Kingdom,2022,4,4877765,1663545,1315055,1148520
CA,Canada,2022,4,3385983,1238727,945593,787994
DE,Germany,2022,4,3716287,1333638,984235,902968
FR,France,2022,4,3371062,1112237,911670,796218
AU,Australia,2022,4,2973157,1073456,848582,707152
JP,Japan,2022,4,5396888,1823741,1392169,1277219
SG,Singapore,2022,4,1667753,595821,439720,384035
IN,India,2022,4,5380611,1679247,1376432,1147027
BR,Brazil,2022,4,3147407,978484,773505,709638
MX,Mexico,2022,4,2118144,727231,555138,484837
AE,United Arab Emirates,2022,4,1683016,608845,449332,374443
IT,Italy,2022,4,2238048,722730,592402,543488
ES,Spain,2022,4,2180267,731118,577959,504768
US,United States,2022,5,9210722,2746022,2250838,2064989
GB,United Kingdom,2022,5,4903902,1675958,1324868,1157090
CA,Canada,2022,5,3516562,1250658,954701,795584
DE,Germany,2022,5,3786351,1340050,988967,907309
FR,France,2022,5,3441382,1111825,911332,795923
AU,Australia,2022,5,3085863,1071843,847307,706089
JP,Japan,2022,5,5424672,1822982,1391589,1276687
SG,Singapore,2022,5,1753535,600772,443374,387226
IN,India,2022,5,5420141,1703021,1395919,1163266
BR,Brazil,2022,5,3317797,988384,781331,716817
MX,Mexico,2022,5,2133945,729707,557028,486487
AE,United Arab Emirates,2022,5,1757616,609568,449866,374888
IT,Italy,2022,5,2275470,721602,591477,542639
ES,Spain,2022,5,2230918,734653,580753,507208
US,United States,2022,6,9272279,2768407,2269186,2081822
GB,United Kingdom,2022,6,5033868,1691032,1336784,1167497
CA,Canada,2022,6,3492786,1258132,960406,800338
DE,Germany,2022,6,3920535,1339197,988337,906731
FR,France,2022,6,3397634,1108869,908909,793807
AU,Australia,2022,6,3198041,1073439,848568,707140
JP,Japan,2022,6,5383593,1832348,1398739,1283247
SG,Singapore,2022,6,1800458,607551,448377,391596
IN,India,2022,6,5506507,1723106,1412382,1176985
BR,Brazil,2022,6,3358199,992966,784953,720140
MX,Mexico,2022,6,2194211,729565,556920,486393
AE,United Arab Emirates,2022,6,1754777,611247,451105,375921
IT,Italy,2022,6,2353839,724321,593706,544684
ES,Spain,2022,6,2204056,741271,585985,511777
US,United States,2022,7,9042855,2795219,2291163,2101984
GB,United Kingdom,2022,7,5130141,1700063,1343923,1173732
CA,Canada,2022,7,3434138,1258793,960911,800759
DE,Germany,2022,7,3942716,1335282,985448,904081
FR,France,2022,7,3388281,1109234,909208,794068
AU,Australia,2022,7,3171214,1081011,854554,712128
JP,Japan,2022,7,5447549,1847205,1410080,1293651
SG,Singapore,2022,7,1765866,612976,452381,395093
IN,India,2022,7,5669788,1733968,1421285,1184404
BR,Brazil,2022,7,3287010,993993,785765,720885
MX,Mexico,2022,7,2244863,730567,557685,487061
AE,United Arab Emirates,2022,7,1730385,616205,454764,378970
IT,Italy,2022,7,2369592,730071,598419,549008
ES,Spain,2022,7,2195886,747311,590760,515948
US,United States,2022,8,8947441,2812070,2304975,2114656
GB,United Kingdom,2022,8,5003586,1699882,1343780,1173607
CA,Canada,2022,8,3448474,1256572,959215,799346
DE,Germany,2022,8,3798592,1335366,985510,904138
FR,France,2022,8,3420939,1115766,914562,798744
AU,Australia,2022,8,3056514,1091851,863123,719269
JP,Japan,2022,8,5470822,1857838,1418197,1301098
SG,Singapore,2022,8,1720613,615094,453944,396458
IN,India,2022,8,5669537,1738644,1425118,1187598
BR,Brazil,2022,8,3259497,996581,787811,722762
MX,Mexico,2022,8,2199509,735476,561432,490334
AE,United Arab Emirates,2022,8,1742779,623784,460357,383631
IT,Italy,2022,8,2283606,735242,602657,552896
ES,Spain,2022,8,2218206,749629,592592,517548
US,United States,2022,9,8977221,2813693,2306306,2115877
GB,United Kingdom,2022,9,4783564,1695812,1340563,1170797
CA,Canada,2022,9,3438428,1258112,960391,800326
DE,Germany,2022,9,3667890,1342874,991051,909221
FR,France,2022,9,3358484,1125650,922664,805820
AU,Australia,2022,9,3006304,1100229,869746,724788
JP,Japan,2022,9,5280086,1858396,1418623,1301489
SG,Singapore,2022,9,1720007,615006,453879,396401
IN,India,2022,9,5460983,1746066,1431202,1192668
BR,Brazil,2022,9,3283077,1004510,794079,728513
MX,Mexico,2022,9,2108151,743497,567555,495681
AE,United Arab Emirates,2022,9,1746770,630919,465623,388019
IT,Italy,2022,9,2200863,736740,603885,554023
ES,Spain,2022,9,2182717,748502,591701,516769
US,United States,2022,10,8792284,2808878,2302359,2112256
GB,United Kingdom,2022,10,4709552,1696818,1341358,1171492
CA,Canada,2022,10,3315574,1266655,966912,805760
DE,Germany,2022,10,3656231,1354411,999565,917032
FR,France,2022,10,3204629,1132974,928667,811063
AU,Australia,2022,10,3014623,1102655,871664,726387
JP,Japan,2022,10,5039333,1852289,1413961,1297212
SG,Singapore,2022,10,1715806,615884,454527,396967
IN,India,2022,10,5318714,1762882,1444985,1204154
BR,Brazil,2022,10,3233115,1016710,803723,737361
MX,Mexico,2022,10,2078598,750964,573255,500659
AE,United Arab Emirates,2022,10,1693658,634939,468590,390492
IT,Italy,2022,10,2190735,734850,602336,552602
ES,Spain,2022,10,2085186,747391,590823,516003
US,United States,2022,11,8454931,2812468,2305302,2114956
GB,United Kingdom,2022,11,4746824,1707262,1349614,1178702
CA,Canada,2022,11,3198976,1279021,976352,813627
DE,Germany,2022,11,3649924,1362862,1005802,922754
FR,France,2022,11,3127976,1134158,929638,811911
AU,Australia,2022,11,2969813,1101127,870456,725380
JP,Japan,2022,11,4995498,1849099,1411526,1294978
SG,Singapore,2022,11,1667875,620055,457605,399655
IN,India,2022,11,5386261,1787254,1464962,1220802
BR,Brazil,2022,11,3121949,1028183,812793,745682
MX,Mexico,2022,11,2102198,754707,576112,503155
AE,United Arab Emirates,2022,11,1639569,636052,469411,391176
IT,Italy,2022,11,2188655,732983,600806,551198
ES,Spain,2022,11,2033582,749783,592714,517654
US,United States,2022,12,9643426,2831714,2321077,2129428
GB,United Kingdom,2022,12,5416385,1722843,1361931,1189459
CA,Canada,2022,12,3708734,1288499,983587,819656
DE,Germany,2022,12,4102070,1363925,1006587,923474
FR,France,2022,12,3661960,1131276,927275,809847
AU,Australia,2022,12,3322886,1101324,870612,725510
JP,Japan,2022,12,5846475,1855768,1416617,1299649
SG,Singapore,2022,12,1877755,626847,462618,404033
IN,India,2022,12,6298637,1810424,1483954,1236628
BR,Brazil,2022,12,3568791,1034579,817849,750320
MX,Mexico,2022,12,2410010,754986,576325,503341
AE,United Arab Emirates,2022,12,1905915,637179,470243,391869
IT,Italy,2022,12,2461449,734549,602089,552375
ES,Spain,2022,12,2380800,755961,597598,521920
US,United States,2023,1,8730680,2866722,2349772,2155754
GB,United Kingdom,2023,1,4658190,1733669,1370489,1196934
CA,Canada,2023,1,3350599,1287075,982500,818750
DE,Germany,2023,1,3550925,1356263,1000932,918286
FR,France,2023,1,3263992,1130186,926382,809067
AU,Australia,2023,1,2927916,1110551,877906,731588
JP,Japan,2023,1,5118414,1875889,1431976,1313739
SG,Singapore,2023,1,1685652,633464,467501,408298
IN,India,2023,1,5484644,1820086,1491874,1243228
BR,Brazil,2023,1,3242100,1032905,816526,749106
MX,Mexico,2023,1,2078829,754581,576016,503071
AE,United Arab Emirates,2023,1,1730276,642731,474340,395283
IT,Italy,2023,1,2127210,742271,608419,558183
ES,Spain,2023,1,2126788,763769,603770,527310
US,United States,2023,2,9026886,2879451,2360206,2165327
GB,United Kingdom,2023,2,4789141,1731499,1368774,1195436
CA,Canada,2023,2,3408552,1285244,981102,817585
DE,Germany,2023,2,3703505,1358425,1002528,919750
FR,France,2023,2,3276775,1138319,933048,814889
AU,Australia,2023,2,3082759,1121541,886594,738828
JP,Japan,2023,2,5120694,1884003,1438170,1319422
SG,Singapore,2023,2,1771675,634754,468453,409129
IN,India,2023,2,5582694,1824781,1495722,1246435
BR,Brazil,2023,2,3370293,1036950,819723,752039
MX,Mexico,2023,2,2140298,760813,580773,507225
AE,United Arab Emirates,2023,2,1770217,650849,480331,400276
IT,Italy,2023,2,2214816,746664,612020,561486
ES,Spain,2023,2,2138358,764930,604688,528112
US,United States,2023,3,9126910,2877817,2358866,2164097
GB,United Kingdom,2023,3,5071825,1727944,1365964,1192982
CA,Canada,2023,3,3445060,1288788,983808,819840
DE,Germany,2023,3,3897264,1367837,1009474,926123
FR,France,2023,3,3341482,1148253,941191,822001
AU,Australia,2023,3,3206142,1128539,892126,743438
JP,Japan,2023,3,5301259,1881899,1436564,1317949
SG,Singapore,2023,3,1816586,634589,468331,409023
IN,India,2023,3,5916894,1834969,1504073,1253394
BR,Brazil,2023,3,3422968,1046795,827506,759180
MX,Mexico,2023,3,2273530,769359,587297,512923
AE,United Arab Emirates,2023,3,1795790,657533,485264,404387
IT,Italy,2023,3,2331896,747008,612302,561745
ES,Spain,2023,3,2179118,763349,603438,527020
US,United States,2023,4,9338943,2873872,2355633,2161131
GB,United Kingdom,2023,4,5247950,1731617,1368867,1195517
CA,Canada,2023,4,3583563,1299227,991776,826480
DE,Germany,2023,4,3966814,1379408,1018013,933957
FR,France,2023,4,3518699,1154080,945967,826172
AU,Australia,2023,4,3238700,1129427,892828,744023
JP,Japan,2023,4,5601184,1875498,1431678,1313466
SG,Singapore,2023,4,1839665,636326,469613,410142
IN,India,2023,4,6266216,1855468,1520875,1267396
BR,Brazil,2023,4,3510816,1059856,837831,768652
MX,Mexico,2023,4,2363547,776188,592510,517476
AE,United Arab Emirates,2023,4,1872737,660682,487588,406323
IT,Italy,2023,4,2375651,744673,610388,559989
ES,Spain,2023,4,2294001,762965,603134,526755
US,United States,2023,5,9788358,2881951,2362255,2167206
GB,United Kingdom,2023,5,5249683,1744539,1379082,1204438
CA,Canada,2023,5,3764829,1311740,1001328,834440
DE,Germany,2023,5,3975959,1386040,1022908,938448
FR,France,2023,5,3661329,1153650,945615,825865
AU,Australia,2023,5,3293924,1127730,891486,742905
JP,Japan,2023,5,5734209,1874717,1431082,1312919
SG,Singapore,2023,5,1905809,641613,473515,413550
IN,India,2023,5,6372790,1881737,1542407,1285339
BR,Brazil,2023,5,3690947,1070578,846307,776428
MX,Mexico,2023,5,2372423,778829,594526,519237
AE,United Arab Emirates,2023,5,1976189,661466,488167,406806
IT,Italy,2023,5,2378184,743509,609434,559114
ES,Spain,2023,5,2391573,766653,606050,529301
US,United States,2023,6,10049004,2905442,2381510,2184872
GB,United Kingdom,2023,6,5282241,1760229,1391485,1215271
CA,Canada,2023,6,3804426,1319579,1007312,839427
DE,Germany,2023,6,4063949,1385158,1022257,937850
FR,France,2023,6,3641160,1150584,943102,823670
AU,Australia,2023,6,3413186,1129407,892812,744010
JP,Japan,2023,6,5655754,1884351,1438436,1319666
SG,Singapore,2023,6,1981304,648853,478858,418217
IN,India,2023,6,6364741,1903930,1560598,1300498
BR,Brazil,2023,6,3808985,1075540,850229,780027
MX,Mexico,2023,6,2390668,778680,594412,519137
AE,United Arab Emirates,2023,6,2008551,663289,489512,407927
IT,Italy,2023,6,2425961,746312,611731,561221
ES,Spain,2023,6,2382933,773560,611510,534070
US,United States,2023,7,9848205,2933582,2404575,2206032
GB,United Kingdom,2023,7,5396187,1769630,1398917,1221762
CA,Canada,2023,7,3708602,1320273,1007842,839868
DE,Germany,2023,7,4145733,1381109,1019269,935109
FR,France,2023,7,3565117,1150963,943412,823941
AU,Australia,2023,7,3452108,1137374,899110,749258
JP,Japan,2023,7,5611264,1899627,1450097,1330364
SG,Singapore,2023,7,1975844,654647,483134,421951
IN,India,2023,7,6475479,1915931,1570435,1308696
BR,Brazil,2023,7,3751263,1076653,851109,780834
MX,Mexico,2023,7,2448438,779749,595228,519850
AE,United Arab Emirates,2023,7,1966194,668669,493483,411236
IT,Italy,2023,7,2474978,752236,616587,565676
ES,Spain,2023,7,2332428,779864,616493,538422
US,United States,2023,8,9557807,2951268,2419072,2219332
GB,United Kingdom,2023,8,5368548,1769440,1398767,1221631
CA,Canada,2023,8,3654365,1317943,1006063,838386
DE,Germany,2023,8,4055191,1381196,1019333,935168
FR,France,2023,8,3564430,1157740,948967,828792
AU,Australia,2023,8,3339614,1148779,908126,756772
JP,Japan,2023,8,5655417,1910563,1458445,1338023
SG,Singapore,2023,8,1906699,656908,484803,423409
IN,India,2023,8,6573512,1921097,1574670,1312225
BR,Brazil,2023,8,3650417,1079456,853325,782867
MX,Mexico,2023,8,2447039,784990,599229,523344
AE,United Arab Emirates,2023,8,1942293,676893,499552,416293
IT,Italy,2023,8,2423577,757563,620953,569682
ES,Spain,2023,8,2330439,782284,618406,540093
US,United States,2023,9,9518471,2952971,2420468,2220613
GB,United Kingdom,2023,9,5138606,1765204,1395418,1218706
CA,Canada,2023,9,3665742,1319559,1007297,839414
DE,Germany,2023,9,3869502,1388960,1025063,940425
FR,France,2023,9,3557809,1167998,957375,836135
AU,Australia,2023,9,3220770,1157595,915095,762579
JP,Japan,2023,9,5567255,1911137,1458883,1338425
SG,Singapore,2023,9,1871258,656816,484735,423349
IN,India,2023,9,6423391,1929297,1581391,1317826
BR,Brazil,2023,9,3644964,1088047,860116,789097
MX,Mexico,2023,9,2351351,793548,605762,529050
AE,United Arab Emirates,2023,9,1955984,684635,505266,421055
IT,Italy,2023,9,2310870,759107,622219,570843
ES,Spain,2023,9,2329683,781105,617474,539279
US,United States,2023,10,9489813,2947917,2416325,2216812
GB,United Kingdom,2023,10,4958073,1766252,1396247,1219430
CA,Canada,2023,10,3604027,1328519,1014137,845114
DE,Germany,2023,10,3791619,1400894,1033870,948505
FR,France,2023,10,3437687,1175596,963603,841575
AU,Australia,2023,10,3209373,1160148,917113,764261
JP,Japan,2023,10,5313400,1904857,1454089,1334027
SG,Singapore,2023,10,1880069,657751,485425,423952
IN,India,2023,10,6176314,1947879,1596622,1330518
BR,Brazil,2023,10,3651692,1101260,870561,798680
MX,Mexico,2023,10,2272600,801518,611846,534363
AE,United Arab Emirates,2023,10,1934123,689000,508487,423739
IT,Italy,2023,10,2259531,757160,620623,569379
ES,Spain,2023,10,2255935,779948,616560,538480
US,United States,2023,11,9222150,2951685,2419414,2219646
GB,United Kingdom,2023,11,4978255,1777124,1404841,1226935
CA,Canada,2023,11,3468430,1341490,1024038,853365
DE,Germany,2023,11,3820921,1409635,1040321,954423
FR,France,2023,11,3306374,1176825,964611,842455
AU,Australia,2023,11,3220011,1158539,915841,763201
JP,Japan,2023,11,5161382,1901576,1451585,1331729
SG,Singapore,2023,11,1862840,662206,488713,426824
IN,India,2023,11,6152649,1974809,1618696,1348913
BR,Brazil,2023,11,3567333,1113686,880384,807692
MX,Mexico,2023,11,2286600,805515,614897,537028
AE,United Arab Emirates,2023,11,1870111,690204,509376,424480
IT,Italy,2023,11,2276046,755236,619046,567932
ES,Spain,2023,11,2170058,782443,618532,540203
US,United States,2023,12,10347307,2971883,2435970,2234835
GB,United Kingdom,2023,12,5790027,1793340,1417660,1238131
CA,Canada,2023,12,3940336,1351430,1031626,859688
DE,Germany,2023,12,4373629,1410735,1041133,955168
FR,France,2023,12,3813965,1173835,962160,840314
AU,Australia,2023,12,3637208,1158748,916006,763338
JP,Japan,2023,12,6024737,1908437,1456822,1336534
SG,Singapore,2023,12,2089427,669462,494068,431500
IN,India,2023,12,7270384,2000408,1639679,1366399
BR,Brazil,2023,12,4014989,1120615,885862,812717
MX,Mexico,2023,12,2670911,805812,615124,537226
AE,United Arab Emirates,2023,12,2130147,691429,510280,425233
IT,Italy,2023,12,2608265,756850,620369,569146
ES,Spain,2023,12,2500980,788892,623630,544655
US,United States,2024,1,9249152,3008625,2466086,2262464
GB,United Kingdom,2024,1,5013057,1804611,1426570,1245913
CA,Canada,2024,1,3562641,1349937,1030486,858738
DE,Germany,2024,1,3758227,1402810,1035284,949802
FR,France,2024,1,3446391,1172703,961232,839504
AU,Australia,2024,1,3146636,1168455,923680,769733
JP,Japan,2024,1,5383355,1929124,1472614,1351022
SG,Singapore,2024,1,1836794,676527,499282,436054
IN,India,2024,1,6447374,2011085,1648430,1373692
BR,Brazil,2024,1,3597170,1118800,884427,811401
MX,Mexico,2024,1,2322418,805380,614794,536938
AE,United Arab Emirates,2024,1,1932637,697454,514726,428938
IT,Italy,2024,1,2240586,764807,626891,575129
ES,Spain,2024,1,2262555,797037,630069,550279
US,United States,2024,2,9711533,3021985,2477037,2272511
GB,United Kingdom,2024,2,5056714,1802352,1424784,1244353
CA,Canada,2024,2,3696925,1348015,1029019,857516
DE,Germany,2024,2,3845231,1405046,1036934,951316
FR,France,2024,2,3514450,1181142,968149,845545
AU,Australia,2024,2,3278490,1180019,932821,777351
JP,Japan,2024,2,5409948,1937470,1478985,1356867
SG,Singapore,2024,2,1935933,677902,500297,436941
IN,India,2024,2,6504200,2016273,1652683,1377236
BR,Brazil,2024,2,3794220,1123182,887891,814579
MX,Mexico,2024,2,2347207,812030,619870,541371
AE,United Arab Emirates,2024,2,2016781,706263,521227,434356
IT,Italy,2024,2,2287580,769333,630601,578533
ES,Spain,2024,2,2312532,798252,631029,551117
US,United States,2024,3,9957536,3020269,2475630,2271220
GB,United Kingdom,2024,3,5311512,1798652,1421859,1241798
CA,Canada,2024,3,3743940,1351733,1031857,859881
DE,Germany,2024,3,4067790,1414781,1044119,957907
FR,France,2024,3,3543967,1191450,976598,852924
AU,Australia,2024,3,3465139,1187381,938641,782201
JP,Japan,2024,3,5492840,1935308,1477334,1355352
SG,Singapore,2024,3,2024758,677728,500168,436828
IN,India,2024,3,6765568,2027530,1661910,1384925
BR,Brazil,2024,3,3911372,1133846,896321,822313
MX,Mexico,2024,3,2469929,821153,626834,547453
AE,United Arab Emirates,2024,3,2052713,713515,526579,438816
IT,Italy,2024,3,2418079,769687,630891,578799
ES,Spain,2024,3,2333119,796601,629724,549977
US,United States,2024,4,10054624,3016129,2472237,2268107
GB,United Kingdom,2024,4,5592676,1802476,1424882,1244438
CA,Canada,2024,4,3817148,1362680,1040214,866845
DE,Germany,2024,4,4222136,1426750,1052952,966011
FR,France,2024,4,3666911,1197497,981555,857253
AU,Australia,2024,4,3546628,1188314,939379,782816
JP,Japan,2024,4,5762735,1928725,1472309,1350742
SG,Singapore,2024,4,2052107,679581,501536,438023
IN,India,2024,4,7211024,2050181,1680476,1400397
BR,Brazil,2024,4,3963155,1147994,907505,832573
MX,Mexico,2024,4,2611169,828441,632398,552313
AE,United Arab Emirates,2024,4,2098758,716933,529102,440918
IT,Italy,2024,4,2512555,767281,628919,576990
ES,Spain,2024,4,2411750,796201,629408,549701
US,United States,2024,5,10369990,3024607,2479186,2274483
GB,United Kingdom,2024,5,5657356,1815925,1435514,1253724
CA,Canada,2024,5,3991811,1375805,1050233,875194
DE,Germany,2024,5,4224445,1433609,1058014,970655
FR,France,2024,5,3849000,1197051,981189,856934
AU,Australia,2024,5,3556368,1186530,937968,781640
JP,Japan,2024,5,6006572,1927922,1471696,1350180
SG,Singapore,2024,5,2083336,685229,505704,441663
IN,India,2024,5,7476720,2079207,1704268,1420223
BR,Brazil,2024,5,4096574,1159607,916685,840995
MX,Mexico,2024,5,2653251,831261,634550,554192
AE,United Arab Emirates,2024,5,2201622,717783,529729,441441
IT,Italy,2024,5,2514218,766082,627936,576088
ES,Spain,2024,5,2533288,800049,632450,552358
US,United States,2024,6,10762864,3049262,2499395,2293023
GB,United Kingdom,2024,6,5602568,1832258,1448425,1265000
CA,Canada,2024,6,4110677,1384028,1056510,880425
DE,Germany,2024,6,4231032,1432696,1057340,970037
FR,France,2024,6,3899661,1193869,978581,854656
AU,Australia,2024,6,3629031,1188295,939364,782803
JP,Japan,2024,6,5984988,1937829,1479259,1357118
SG,Singapore,2024,6,2158464,692963,511412,446648
IN,India,2024,6,7445283,2103727,1724366,1436972
BR,Brazil,2024,6,4269096,1164982,920934,844894
MX,Mexico,2024,6,2633806,831099,634427,554085
AE,United Arab Emirates,2024,6,2279307,719762,531190,442658
IT,Italy,2024,6,2513154,768968,630302,578259
ES,Spain,2024,6,2572600,807256,638147,557334
US,United States,2024,7,10734997,3078794,2523602,2315231
GB,United Kingdom,2024,7,5646621,1842044,1456161,1271756
CA,Canada,2024,7,4039102,1384754,1057064,880887
DE,Germany,2024,7,4312380,1428509,1054250,967202
FR,France,2024,7,3797432,1194262,978903,854937
AU,Australia,2024,7,3714235,1196677,945990,788325
JP,Japan,2024,7,5839870,1953539,1491251,1368120
SG,Singapore,2024,7,2194258,699150,515978,450636
IN,India,2024,7,7422853,2116988,1735236,1446030
BR,Brazil,2024,7,4281459,1166187,921887,845768
MX,Mexico,2024,7,2658594,832242,635299,554846
AE,United Arab Emirates,2024,7,2251743,725600,535498,446248
IT,Italy,2024,7,2558217,775075,635307,582850
ES,Spain,2024,7,2507684,813835,643348,561876
US,United States,2024,8,10336562,3097356,2538816,2329189
GB,United Kingdom,2024,8,5695595,1841846,1456005,1271620
CA,Canada,2024,8,3908998,1382312,1055200,879333
DE,Germany,2024,8,4302042,1428600,1054317,967263
FR,France,2024,8,3721962,1201294,984667,859971
AU,Australia,2024,8,3654886,1208677,955476,796230
JP,Japan,2024,8,5812281,1964785,1499836,1375996
SG,Singapore,2024,8,2132019,701565,517760,452192
IN,India,2024,8,7537617,2122696,1739915,1449929
BR,Brazil,2024,8,4138897,1169223,924287,847970
MX,Mexico,2024,8,2691271,837834,639568,558575
AE,United Arab Emirates,2024,8,2186171,734524,542084,451737
IT,Italy,2024,8,2554333,780562,639805,586977
ES,Spain,2024,8,2455620,816360,645344,563619
US,United States,2024,9,10098603,3099143,2540281,2330533
GB,United Kingdom,2024,9,5537433,1837438,1452520,1268576
CA,Canada,2024,9,3880454,1384006,1056493,880411
DE,Germany,2024,9,4123271,1436631,1060244,972701
FR,France,2024,9,3725647,1211937,993391,867590
AU,Australia,2024,9,3493260,1217952,962808,802340
JP,Japan,2024,9,5805762,1965375,1500286,1376409
SG,Singapore,2024,9,2053940,701466,517687,452128
IN,India,2024,9,7512764,2131758,1747343,1456119
BR,Brazil,2024,9,4052559,1178528,931643,854718
MX,Mexico,2024,9,2628775,846971,646543,564666
AE,United Arab Emirates,2024,9,2176206,742926,548285,456904
IT,Italy,2024,9,2449528,782154,641110,588174
ES,Spain,2024,9,2458534,815131,644372,562770
US,United States,2024,10,10121940,3093839,2535934,2326545
GB,United Kingdom,2024,10,5283182,1838528,1453382,1269329
CA,Canada,2024,10,3877270,1393404,1063667,886389
DE,Germany,2024,10,3962397,1448972,1069352,981057
FR,France,2024,10,3671937,1219822,999854,873235
AU,Australia,2024,10,3416344,1220639,964932,804110
JP,Japan,2024,10,5624016,1958918,1495357,1371887
SG,Singapore,2024,10,2044355,702466,518425,452773
IN,India,2024,10,7247392,2152290,1764172,1470143
BR,Brazil,2024,10,4076396,1192841,942957,865098
MX,Mexico,2024,10,2515281,855477,653036,570337
AE,United Arab Emirates,2024,10,2185185,747661,551779,459816
IT,Italy,2024,10,2349991,780149,639466,586666
ES,Spain,2024,10,2428436,813923,643417,561936
US,United States,2024,11,10030576,3097795,2539176,2329519
GB,United Kingdom,2024,11,5212428,1849842,1462326,1277141
CA,Canada,2024,11,3780597,1407008,1074052,895043
DE,Germany,2024,11,3965108,1458014,1076025,987179
FR,France,2024,11,3534282,1221099,1000901,874149
AU,Australia,2024,11,3449865,1218946,963594,802995
JP,Japan,2024,11,5396688,1955543,1492781,1369524
SG,Singapore,2024,11,2059952,707223,521936,455839
IN,India,2024,11,7078183,2182046,1788562,1490468
BR,Brazil,2024,11,4061578,1206300,953597,874860
MX,Mexico,2024,11,2485119,859741,656291,573180
AE,United Arab Emirates,2024,11,2142790,748969,552745,460621
IT,Italy,2024,11,2347641,778165,637840,585174
ES,Spain,2024,11,2340861,816526,645475,563734
US,United States,2024,12,11234003,3118992,2556551,2345460
GB,United Kingdom,2024,12,6115829,1866724,1475671,1288796
CA,Canada,2024,12,4234395,1417433,1082010,901675
DE,Germany,2024,12,4621076,1459151,1076864,987949
FR,France,2024,12,3995232,1217993,998355,871926
AU,Australia,2024,12,3972807,1219165,963767,803139
JP,Japan,2024,12,6193883,1962597,1498166,1374464
SG,Singapore,2024,12,2338870,714971,527654,460833
IN,India,2024,12,8315124,2210331,1811747,1509789
BR,Brazil,2024,12,4569158,1213805,959530,880303
MX,Mexico,2024,12,2924829,860060,656534,573392
AE,United Arab Emirates,2024,12,2408770,750296,553724,461437
IT,Italy,2024,12,2737526,779828,639203,586425
ES,Spain,2024,12,2644320,823256,650795,568380
US,United States,2025,1,9831227,3157552,2588157,2374456
GB,United Kingdom,2025,1,5397248,1878457,1484946,1296896
CA,Canada,2025,1,3770095,1415866,1080814,900678
DE,Germany,2025,1,4010033,1450954,1070815,982399
FR,France,2025,1,3600647,1216819,997393,871086
AU,Australia,2025,1,3423155,1229378,971840,809867
JP,Japan,2025,1,5036153,1983873,1514407,1389364
SG,Singapore,2025,1,2022788,722517,533223,465697
IN,India,2025,1,7519714,2222128,1821416,1517847
BR,Brazil,2025,1,4007654,1211841,957977,878878
MX,Mexico,2025,1,2593531,859598,656182,573085
AE,United Arab Emirates,2025,1,2150015,756835,558550,465458
IT,Italy,2025,1,2377684,788026,645923,592590
ES,Spain,2025,1,2382567,831756,657515,574249
US,United States,2025,2,10331720,3171573,2599650,2385000
GB,United Kingdom,2025,2,5405500,1876104,1483086,1295272
CA,Canada,2025,2,3964182,1413852,1079276,899397
DE,Germany,2025,2,4031227,1453267,1072522,983965
FR,France,2025,2,3744302,1225575,1004570,877354
AU,Australia,2025,2,3495842,1241544,981458,817882
JP,Japan,2025,2,5149901,1992456,1520959,1395375
SG,Singapore,2025,2,2104007,723986,534307,466644
IN,India,2025,2,7643708,2227862,1826116,1521763
BR,Brazil,2025,2,4225169,1216586,961728,882319
MX,Mexico,2025,2,2605927,866696,661600,577817
AE,United Arab Emirates,2025,2,2271122,766393,565604,471337
IT,Italy,2025,2,2386916,792690,649746,596097
ES,Spain,2025,2,2482654,833024,658517,575124
US,United States,2025,3,10805613,3169771,2598173,2383645
GB,United Kingdom,2025,3,5568650,1872253,1480042,1292613
CA,Canada,2025,3,4079675,1417753,1082254,901878
DE,Germany,2025,3,4217380,1463336,1079953,990783
FR,France,2025,3,3795412,1236272,1013338,885011
AU,Australia,2025,3,3702496,1249291,987582,822985
JP,Japan,2025,3,5185772,1990232,1519261,1393817
SG,Singapore,2025,3,2231683,723800,534170,466524
IN,India,2025,3,7807495,2240299,1836311,1530259
BR,Brazil,2025,3,4442412,1228138,970860,890697
MX,Mexico,2025,3,2688441,876433,669033,584308
AE,United Arab Emirates,2025,3,2350789,774263,571412,476177
IT,Italy,2025,3,2492366,793055,650045,596372
ES,Spain,2025,3,2521023,831300,657154,573934
